,method,num_hf,num_lf,problem,seed
456,ck,14,50,Forrester_1a,3
457,ck,16,50,Forrester_1a,3
458,ck,18,50,Forrester_1a,3
459,ck,20,50,Forrester_1a,3
460,ck,2,55,Forrester_1a,3
461,ck,4,55,Forrester_1a,3
462,ck,6,55,Forrester_1a,3
463,ck,8,55,Forrester_1a,3
464,ck,10,55,Forrester_1a,3
465,ck,12,55,Forrester_1a,3
466,ck,14,55,Forrester_1a,3
467,ck,16,55,Forrester_1a,3
468,ck,18,55,Forrester_1a,3
469,ck,20,55,Forrester_1a,3
470,ck,2,60,Forrester_1a,3
471,ck,4,60,Forrester_1a,3
472,ck,6,60,Forrester_1a,3
473,ck,8,60,Forrester_1a,3
474,ck,10,60,Forrester_1a,3
475,ck,12,60,Forrester_1a,3
476,ck,14,60,Forrester_1a,3
477,ck,16,60,Forrester_1a,3
478,ck,18,60,Forrester_1a,3
479,ck,20,60,Forrester_1a,3
480,ck,2,65,Forrester_1a,3
481,ck,4,65,Forrester_1a,3
482,ck,6,65,Forrester_1a,3
483,ck,8,65,Forrester_1a,3
484,ck,10,65,Forrester_1a,3
485,ck,12,65,Forrester_1a,3
486,ck,14,65,Forrester_1a,3
487,ck,16,65,Forrester_1a,3
488,ck,18,65,Forrester_1a,3
489,ck,20,65,Forrester_1a,3
490,ck,2,70,Forrester_1a,3
491,ck,4,70,Forrester_1a,3
492,ck,6,70,Forrester_1a,3
493,ck,8,70,Forrester_1a,3
494,ck,10,70,Forrester_1a,3
495,ck,12,70,Forrester_1a,3
496,ck,14,70,Forrester_1a,3
497,ck,16,70,Forrester_1a,3
498,ck,18,70,Forrester_1a,3
499,ck,20,70,Forrester_1a,3
500,ck,2,75,Forrester_1a,3
501,ck,4,75,Forrester_1a,3
502,ck,6,75,Forrester_1a,3
503,ck,8,75,Forrester_1a,3
504,ck,10,75,Forrester_1a,3
505,ck,12,75,Forrester_1a,3
506,ck,14,75,Forrester_1a,3
507,ck,16,75,Forrester_1a,3
508,ck,18,75,Forrester_1a,3
509,ck,20,75,Forrester_1a,3
510,ck,2,80,Forrester_1a,3
511,ck,4,80,Forrester_1a,3
512,ck,6,80,Forrester_1a,3
513,ck,8,80,Forrester_1a,3
514,ck,10,80,Forrester_1a,3
515,ck,12,80,Forrester_1a,3
516,ck,14,80,Forrester_1a,3
517,ck,16,80,Forrester_1a,3
518,ck,18,80,Forrester_1a,3
519,ck,20,80,Forrester_1a,3
520,ck,2,85,Forrester_1a,3
521,ck,4,85,Forrester_1a,3
522,ck,6,85,Forrester_1a,3
523,ck,8,85,Forrester_1a,3
524,ck,10,85,Forrester_1a,3
525,ck,12,85,Forrester_1a,3
526,ck,14,85,Forrester_1a,3
527,ck,16,85,Forrester_1a,3
528,ck,18,85,Forrester_1a,3
529,ck,20,85,Forrester_1a,3
530,ck,2,90,Forrester_1a,3
531,ck,4,90,Forrester_1a,3
532,ck,6,90,Forrester_1a,3
533,ck,8,90,Forrester_1a,3
534,ck,10,90,Forrester_1a,3
535,ck,12,90,Forrester_1a,3
536,ck,14,90,Forrester_1a,3
537,ck,16,90,Forrester_1a,3
538,ck,18,90,Forrester_1a,3
539,ck,20,90,Forrester_1a,3
540,ck,2,95,Forrester_1a,3
541,ck,4,95,Forrester_1a,3
542,ck,6,95,Forrester_1a,3
543,ck,8,95,Forrester_1a,3
544,ck,10,95,Forrester_1a,3
545,ck,12,95,Forrester_1a,3
546,ck,14,95,Forrester_1a,3
547,ck,16,95,Forrester_1a,3
548,ck,18,95,Forrester_1a,3
549,ck,20,95,Forrester_1a,3
550,ck,2,100,Forrester_1a,3
551,ck,4,100,Forrester_1a,3
552,ck,6,100,Forrester_1a,3
553,ck,8,100,Forrester_1a,3
554,ck,10,100,Forrester_1a,3
555,ck,12,100,Forrester_1a,3
556,ck,14,100,Forrester_1a,3
557,ck,16,100,Forrester_1a,3
558,ck,18,100,Forrester_1a,3
559,ck,20,100,Forrester_1a,3
560,ck,2,105,Forrester_1a,3
561,ck,4,105,Forrester_1a,3
562,ck,6,105,Forrester_1a,3
563,ck,8,105,Forrester_1a,3
564,ck,10,105,Forrester_1a,3
565,ck,12,105,Forrester_1a,3
566,ck,14,105,Forrester_1a,3
567,ck,16,105,Forrester_1a,3
568,ck,18,105,Forrester_1a,3
569,ck,20,105,Forrester_1a,3
570,ck,2,110,Forrester_1a,3
571,ck,4,110,Forrester_1a,3
572,ck,6,110,Forrester_1a,3
573,ck,8,110,Forrester_1a,3
574,ck,10,110,Forrester_1a,3
575,ck,12,110,Forrester_1a,3
576,ck,14,110,Forrester_1a,3
577,ck,16,110,Forrester_1a,3
578,ck,18,110,Forrester_1a,3
579,ck,20,110,Forrester_1a,3
580,ck,2,115,Forrester_1a,3
581,ck,4,115,Forrester_1a,3
582,ck,6,115,Forrester_1a,3
583,ck,8,115,Forrester_1a,3
584,ck,10,115,Forrester_1a,3
585,ck,12,115,Forrester_1a,3
586,ck,14,115,Forrester_1a,3
587,ck,16,115,Forrester_1a,3
588,ck,18,115,Forrester_1a,3
589,ck,20,115,Forrester_1a,3
590,ck,2,120,Forrester_1a,3
591,ck,4,120,Forrester_1a,3
592,ck,6,120,Forrester_1a,3
593,ck,8,120,Forrester_1a,3
594,ck,10,120,Forrester_1a,3
595,ck,12,120,Forrester_1a,3
596,ck,14,120,Forrester_1a,3
597,ck,16,120,Forrester_1a,3
598,ck,18,120,Forrester_1a,3
599,ck,20,120,Forrester_1a,3
600,ck,2,25,Forrester_1a,4
601,ck,4,25,Forrester_1a,4
602,ck,6,25,Forrester_1a,4
603,ck,8,25,Forrester_1a,4
604,ck,10,25,Forrester_1a,4
605,ck,12,25,Forrester_1a,4
606,ck,14,25,Forrester_1a,4
607,ck,16,25,Forrester_1a,4
608,ck,18,25,Forrester_1a,4
609,ck,20,25,Forrester_1a,4
610,ck,2,30,Forrester_1a,4
