,num_sample,problem,seed
807,16,mf_Sixhump,12
808,18,mf_Sixhump,12
809,20,mf_Sixhump,12
810,12,mf_Sixhump,13
811,14,mf_Sixhump,13
812,16,mf_Sixhump,13
813,18,mf_Sixhump,13
814,20,mf_Sixhump,13
815,12,mf_Sixhump,14
816,14,mf_Sixhump,14
817,16,mf_Sixhump,14
818,18,mf_Sixhump,14
819,20,mf_Sixhump,14
820,12,mf_Sixhump,15
821,14,mf_Sixhump,15
822,16,mf_Sixhump,15
823,18,mf_Sixhump,15
824,20,mf_Sixhump,15
825,12,mf_Sixhump,16
826,14,mf_Sixhump,16
827,16,mf_Sixhump,16
828,18,mf_Sixhump,16
829,20,mf_Sixhump,16
830,12,mf_Sixhump,17
831,14,mf_Sixhump,17
832,16,mf_Sixhump,17
833,18,mf_Sixhump,17
834,20,mf_Sixhump,17
835,12,mf_Sixhump,18
836,14,mf_Sixhump,18
837,16,mf_Sixhump,18
838,18,mf_Sixhump,18
839,20,mf_Sixhump,18
840,12,mf_Sixhump,19
841,14,mf_Sixhump,19
842,16,mf_Sixhump,19
843,18,mf_Sixhump,19
844,20,mf_Sixhump,19
845,12,mf_Sixhump,20
846,14,mf_Sixhump,20
847,16,mf_Sixhump,20
848,18,mf_Sixhump,20
849,20,mf_Sixhump,20
850,12,mf_Sixhump,21
851,14,mf_Sixhump,21
852,16,mf_Sixhump,21
853,18,mf_Sixhump,21
854,20,mf_Sixhump,21
855,12,mf_Sixhump,22
856,14,mf_Sixhump,22
857,16,mf_Sixhump,22
858,18,mf_Sixhump,22
859,20,mf_Sixhump,22
860,12,mf_Sixhump,23
861,14,mf_Sixhump,23
862,16,mf_Sixhump,23
863,18,mf_Sixhump,23
864,20,mf_Sixhump,23
865,12,mf_Sixhump,24
866,14,mf_Sixhump,24
867,16,mf_Sixhump,24
868,18,mf_Sixhump,24
869,20,mf_Sixhump,24
870,12,mf_Sixhump,25
871,14,mf_Sixhump,25
872,16,mf_Sixhump,25
873,18,mf_Sixhump,25
874,20,mf_Sixhump,25
875,12,mf_Sixhump,26
876,14,mf_Sixhump,26
877,16,mf_Sixhump,26
878,18,mf_Sixhump,26
879,20,mf_Sixhump,26
880,12,mf_Sixhump,27
881,14,mf_Sixhump,27
882,16,mf_Sixhump,27
883,18,mf_Sixhump,27
884,20,mf_Sixhump,27
885,12,mf_Sixhump,28
886,14,mf_Sixhump,28
887,16,mf_Sixhump,28
888,18,mf_Sixhump,28
889,20,mf_Sixhump,28
890,12,mf_Sixhump,29
891,14,mf_Sixhump,29
892,16,mf_Sixhump,29
893,18,mf_Sixhump,29
894,20,mf_Sixhump,29
895,12,mf_Sixhump,30
896,14,mf_Sixhump,30
897,16,mf_Sixhump,30
898,18,mf_Sixhump,30
899,20,mf_Sixhump,30
