,progress,linear_without_bias_normalized_mae,linear_without_bias_normalized_rmse,linear_without_bias_r2,linear_without_bias_cpu_time,linear_normalized_mae,linear_normalized_rmse,linear_r2,linear_cpu_time,quadratic_normalized_mae,quadratic_normalized_rmse,quadratic_r2,quadratic_cpu_time
105,finished,0.0012943796162459,0.0001550033489951,0.9999999799826944,2.7163939476013184,0.0015092961209392,0.0001734237436243,0.9999999749423368,2.593609571456909,0.000380533331843,8.908847695553958e-05,0.9999999933874872,3.756097316741944
106,finished,0.0035984500145254,0.0003808417130532,0.9999998791595108,4.811815977096558,0.0031769631145284,0.0003214785924345,0.9999999138951586,2.7216429710388184,0.0027913927367726,0.0002918495717297,0.99999992903543,2.4511303901672363
107,finished,0.0008813418197232,8.689733946607127e-05,0.9999999937087576,2.9809818267822266,0.0009215036918433,9.477508719386371e-05,0.999999992516378,2.260171413421631,0.0009413744723209,9.723628313633346e-05,0.9999999921226498,2.2540745735168457
108,finished,0.0009766815194783,8.707156354645807e-05,0.9999999936835052,3.7271907329559326,0.0007261598946285,6.754456980373469e-05,0.9999999961989434,2.793473958969116,0.0005674674278298,7.516424150832957e-05,0.9999999952929804,2.1271917819976807
109,finished,0.0006392567210727,5.3663111337730144e-05,0.999999997600752,3.530871629714966,0.0008156202525139,6.401152673568771e-05,0.9999999965861862,2.995322704315185,0.0009436285946448,7.368053914228389e-05,0.9999999954769744,2.711434841156006
110,finished,1.874672065379972,0.4868490299730268,0.8068693971504842,0.352870225906372,1.331263091031784,0.4668052740116877,0.822444558617342,0.9394357204437256,6.542255332653264,0.9207736951567512,0.3091746183103874,0.4128327369689941
111,finished,0.2731880598350961,0.0509793935245701,0.9978823615822408,0.4773600101470947,0.2844754522314369,0.0553865604016201,0.9975003956648614,0.3626208305358886,3.4102491316704486,0.5537724971054898,0.7501235980181623,0.376047134399414
112,finished,0.0192234138069388,0.0031365478044662,0.9999919838414176,1.1671640872955322,0.0154037362482171,0.0023779518378144,0.999995392465596,0.8207387924194336,0.0336949669690348,0.0054630748840119,0.9999756814999065,0.9007222652435304
113,finished,0.0046081640587107,0.0008602033756463,0.9999993970729578,1.7594985961914062,0.0044721080657733,0.0008351268672346,0.999999431713434,1.311039686203003,0.0062305324083543,0.0013076338430691,0.999998606731616,1.494563102722168
114,finished,0.0035927172428749,0.00052412794036,0.9999997761603068,1.919002771377564,0.0052805668372135,0.0007526143963273,0.9999995384619392,1.281991958618164,0.0028972936804704,0.0004238867983863,0.9999998535928588,1.761131763458252
115,finished,0.0035881521080709,0.0004164222856864,0.999999858703825,1.658212184906006,0.003655058846408,0.0004165406452799,0.9999998586234924,1.0563902854919434,0.0019098926081106,0.0002232546703425,0.9999999593871391,1.231434345245361
116,finished,0.0003392609159687,6.753425089259486e-05,0.999999996283701,1.9618594646453853,0.0008333346480232,0.0001078325529014,0.99999999052537,1.1767704486846924,0.0006393390904477,0.0001160978937186,0.9999999890172484,1.2002432346343994
117,finished,0.0012296236176853,0.0001867527272655,0.999999971581812,1.752171754837036,0.0015332801423294,0.000213520803361,0.9999999628513644,1.0449085235595703,0.0008794434768725,0.0001379741898818,0.9999999844883434,1.425116777420044
118,finished,0.0005808886941531,7.69663745574334e-05,0.999999995173142,2.295961380004883,0.0006165115770266,8.320903482257384e-05,0.9999999943583848,3.035392999649048,0.0007832302673161,0.0001053695350232,0.9999999909532497,3.133103609085083
119,finished,0.0004136968663849,5.9363489407627584e-05,0.9999999971285496,2.9786264896392822,0.0002560945421704,5.448259834409239e-05,0.9999999975813216,2.464906454086304,0.0002653587383869,7.424252971147939e-05,0.999999995508742,3.583045482635498
120,finished,2.796793381509981,0.5748845878936591,0.7261679595697097,0.6158816814422607,2.7058042753585627,0.5555523582100161,0.7442751563110881,2.078860282897949,20.678977980589963,2.5800125235805567,-4.515267217793464,1.3931467533111572
121,finished,0.4022756902937057,0.0741698544231373,0.9954419636516696,0.4328351020812988,0.4045013356644139,0.0769306886434762,0.9950963194422372,0.5528781414031982,0.4183833013350833,0.0767894776814523,0.9951143049286792,0.3834216594696045
122,finished,0.0068931213302857,0.001418871250385,0.9999983319505976,0.796541690826416,0.0074942747418809,0.0014414302279839,0.9999982784874956,0.7378003597259521,0.0081041347856038,0.0015136414030741,0.9999981016821644,0.9341254234313964
123,finished,0.0070232159663414,0.0010368889394521,0.9999991091852188,1.2440917491912842,0.0091057986690904,0.0013571278918274,0.9999984739650384,1.421074390411377,0.0060114802046759,0.0009152003922713,0.9999993060066226,0.7976617813110352
124,finished,0.0013242360453372,0.0001968761570989,0.9999999678849074,1.8348631858825684,0.0013800976071278,0.0001996596718079,0.9999999669703756,1.4752540588378906,0.0009796807653745,0.0002438148854354,0.9999999507457892,1.5100278854370115
125,finished,0.0020758594657009,0.0002986739295281,0.999999926087556,2.6599879264831543,0.0024345627572547,0.0003129506227055,0.9999999188526072,1.7827024459838867,0.0015344518468308,0.0002196415588782,0.99999996002836,1.9536826610565183
126,finished,0.0008897091752547,0.000122173588726,0.9999999876326232,2.323453903198242,0.00043158220827,8.031226532629064e-05,0.9999999946557512,2.0523617267608643,0.0004512856581986,8.7682961755262e-05,0.999999993629796,1.781778335571289
127,finished,0.0012499749870949,0.000173741335643,0.9999999749891044,2.9954333305358887,0.0012640324832958,0.0001316024477598,0.9999999856500342,1.2178690433502195,0.000973914342123,0.0001394700677604,0.9999999838829722,1.3743302822113037
128,finished,0.0016374779654334,0.0001976120879995,0.9999999676443636,1.9261341094970703,0.001394580638201,0.0001575303829814,0.9999999794386516,1.6876647472381592,0.0017912085104511,0.0001585431727771,0.999999979173417,3.06690001487732
129,finished,0.0009004280747509,0.00011140900623,0.9999999897159654,2.930262804031372,0.0010362453145106,0.0001297112679024,0.9999999860595004,2.5472936630249023,0.0009709795229927,0.0001188185838813,0.9999999883025372,2.793637752532959
