,progress,mae,mse,r2,cpu_time
7751,finished,1.910577102271923,5.401711042258211,0.7305865988308754,0.3855228424072265
7752,finished,6.836676055486796e-05,1.368457340987473e-07,0.9999999931747414,0.0185534954071044
7753,finished,8.613620726976342e-06,1.7352279908161776e-10,0.9999999999913456,0.5906250476837158
7754,finished,6.4055237102146286e-06,9.671833880295556e-11,0.999999999995176,0.2983202934265136
7755,finished,7.253945627540119e-05,1.3662345128932797e-07,0.999999993185828,0.0316076278686523
7756,finished,0.3144656689844951,0.1527635395791839,0.9923808318418572,0.1269989013671875
7757,finished,7.442521693339033e-05,1.4689218302416142e-07,0.9999999926736692,0.0572967529296875
7758,finished,1.1047749582531478e-05,3.4323798370417955e-10,0.9999999999828808,0.6925678253173828
7759,finished,0.3639841756177441,0.1914613560615472,0.9904507563019458,0.5816061496734619
7760,finished,2.7324995252265603,11.33028439201221,0.4348956413282462,0.1430387496948242
7761,finished,9.27003160874914e-06,1.6256543784083223e-10,0.999999999991892,0.5325570106506348
7762,finished,0.0001531357358165,3.647649974669778e-08,0.999999998180714,0.2809569835662842
7763,finished,5.8813404640180033e-05,6.657880313258915e-09,0.9999999996679344,0.1446819305419922
7764,finished,1.0801195869873057,1.8367377806477805,0.9083916617033116,0.1487562656402588
7765,finished,1.1643831374477804e-05,2.6696742456643857e-10,0.9999999999866848,0.534191370010376
7766,finished,7.149052053815131e-06,1.0987314360902286e-10,0.99999999999452,0.6809704303741455
7767,finished,5.979036157652421e-06,8.678478429783758e-11,0.9999999999956716,0.2991204261779785
7768,finished,9.94284927594096e-06,2.03204706822724e-10,0.999999999989865,0.4084839820861816
7769,finished,0.0008821134165434,1.1745257590927127e-06,0.9999999414198618,0.1552016735076904
7770,finished,2.491783176826584,9.293461948303046,0.5364833156492865,0.1035883426666259
7771,finished,3.251413091042585e-05,6.987658852368996e-08,0.9999999965148656,0.0205988883972167
7772,finished,3.276777207202208e-05,6.994366394111049e-08,0.99999999651152,0.0211572647094726
7773,finished,0.0001781994833052,4.6089951323004896e-08,0.9999999977012376,0.4196887016296386
7774,finished,0.4006935454804244,0.2293866591225834,0.988559210306962,0.1564817428588867
7775,finished,3.255045124857609e-05,6.92744759559547e-08,0.9999999965448962,0.0340654850006103
7776,finished,0.6645742201694249,0.6085479454100988,0.9696483261572472,0.1637306213378906
